normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
rush for berlin,Rush for Berlin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rush+for+Berlin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rushfor berlin,Rushfor Berlin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rushfor+Berlin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rushfor berlinv,Rushfor Berlinv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rushfor+Berlinv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
rushforthe bomb rushfor berlin expansion pack,Rushforthe Bomb Rushfor Berlin Expansion Pack,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rushforthe+Bomb+Rushfor+Berlin+Expansion+Pack&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred,Sacred,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred 2 fallen angel,Sacred 2 - Fallen Angel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred+2+-+Fallen+Angel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred 2 fallen angel v 2 34 0,Sacred 2 - Fallen Angel v 2 34 0,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred+2+-+Fallen+Angel+v+2+34+0&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred fallen angel,Sacred Fallen Angel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred+Fallen+Angel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred plusinkl lsungsbuch,Sacred Plusinkl Lsungsbuch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred+Plusinkl+Lsungsbuch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sacred underworld,Sacred Underworld,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sacred+Underworld&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
saint s row,Saint's Row,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Saint%27s+Row&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
santa claus in trouble,Santa Claus in Trouble,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Santa+Claus+in+Trouble&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
santa clausin trouble,Santa Clausin Trouble Gold,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Santa+Clausin+Trouble+Gold&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sataan,Sataan,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sataan&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sataan das spiel v 1,Sataan Das Spiel v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sataan+Das+Spiel+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
savage atortured soul,Savage ATortured Soul,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Savage+ATortured+Soul&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
save kolchez a21 22 22 2002 10 22,Save Kolchez'a 21:22:22 2002 10 22,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Save+Kolchez%27a+21%3A22%3A22+2002+10+22&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schatten,Schatten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schatten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schiff simulator,Schiff Simulator,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schiff+Simulator&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schiff simulator2008,Schiff Simulator2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schiff+Simulator2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schiffbruch,Schiffbruch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schiffbruch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schiffe versenken,Schiffe versenken,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schiffe+versenken&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schlacht um mittelerde 1,Schlacht um Mittelerde 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schlacht+um+Mittelerde+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schlachtum mittelerde daufstiegd hexenknigsv,Schlachtum Mittelerde DAufstiegd Hexenknigsv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schlachtum+Mittelerde+DAufstiegd+Hexenknigsv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schnappi das kl,Schnappi Das kl,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schnappi+Das+kl&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schnappi das kleine krokodil xs,Schnappi Das kleine Krokodil XS,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schnappi+Das+kleine+Krokodil+XS&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schneehuhn,Schneehuhn,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schneehuhn&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
schwierigkeitsgrad,Schwierigkeitsgrad,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Schwierigkeitsgrad&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
scorched 3d,Scorched 3 D,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Scorched+3+D&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
scorched d,Scorched D,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Scorched+D&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
scrapland,Scrapland,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Scrapland&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
scratches,Scratches,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Scratches&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sea wolves,Sea Wolves,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sea+Wolves&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
seamulator2009,Seamulator 2009,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Seamulator+2009&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
second sight,Second Sight,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Second+Sight&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sega rally,Sega Rally,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sega+Rally&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
segelflug simulator sailorsofthe sky,Segelflug Simulator Sailorsofthe Sky,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Segelflug+Simulator+Sailorsofthe+Sky&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sensible soccer,Sensible Soccer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sensible+Soccer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sentinel verborg,Sentinel Verborg,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sentinel+Verborg&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
serious sam 2,Serious Sam 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Serious+Sam+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
seven kingdoms conquest v 1,Seven Kingdoms Conquest v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Seven+Kingdoms+Conquest+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
seven kingdoms conquestv104,Seven Kingdoms Conquestv104,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Seven+Kingdoms+Conquestv104&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shade zorn der engel,Shade Zorn der Engel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shade+Zorn+der+Engel&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadow company,Shadow Company,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadow+Company&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadow man,Shadow Man,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadow+Man&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadow ops red mercury,Shadow Ops Red Mercury,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadow+Ops+Red+Mercury&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadowgrounds,Shadowgrounds,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadowgrounds&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shadowgrounds leveleditor,Shadowgrounds Leveleditor,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadowgrounds+Leveleditor&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sheep,Sheep,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q7368%7CQ60392248%7CQ4628%7CQ7492425%7CQ334149%7CQ135078290%7CQ1957123&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes,Sherlock Holmes,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes das geheimnisdessilbernen ohrrings,Sherlock Holmes Das Geheimnisdessilbernen Ohrrings,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+Das+Geheimnisdessilbernen+Ohrrings&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes die spur der erwachten remastered,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+-+Die+Spur+der+Erwachten+-+Remastered+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes die spurder erwachten,Sherlock Holmes Die Spurder Erwachten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+Die+Spurder+Erwachten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes die spurder erwachten lsungsbuch,Sherlock Holmes Die Spurder Erwachten Lsungsbuch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+Die+Spurder+Erwachten+Lsungsbuch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes die spurder erwachtenv,Sherlock Holmes Die Spurder Erwachtenv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+Die+Spurder+Erwachtenv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmes jagt ars ne lupin,Sherlock Holmes jagt Arsène Lupin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+jagt+Ars%C3%A8ne+Lupin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
sherlock holmesjagt arsne lupin,Sherlock Holmesjagt Arsne Lupin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmesjagt+Arsne+Lupin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shield launch,Demo Shield Launch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Demo+Shield+Launch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shoot the roach,Shoot the Roach,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shoot+the+Roach&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
shop basket,shop basket,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=shop+basket&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
